interview_id,application_id,round_number,interview_type,score,result,interviewer_feedback,duration_minutes
INT0014724,APP008416,1,Group Discussion,40.1,On Hold,Lacks Domain Knowledge,90
INT0014725,APP008416,2,Technical,81.1,Pass,Needs Improvement,120
INT0014726,APP008416,3,HR,30.6,Fail,Needs Improvement,30
INT0014727,APP008416,4,HR,79.1,Fail,Strong Technical Skills,45
INT0014728,APP008417,1,Group Discussion,65.8,On Hold,Average Performance,60
INT0014729,APP008417,2,Group Discussion,81.4,On Hold,Lacks Domain Knowledge,120
INT0014730,APP008417,3,Coding,68.6,On Hold,Lacks Domain Knowledge,60
INT0014731,APP008417,4,Technical,51.6,On Hold,Strong Technical Skills,45
INT0014732,APP008418,1,Aptitude,92.5,Pass,Excellent Problem Solving,60
INT0014733,APP008418,2,Group Discussion,33.2,On Hold,Lacks Domain Knowledge,60
INT0014734,APP008420,1,Case Study,83.7,Fail,Strong Technical Skills,45
INT0014735,APP008421,1,HR,62.5,Fail,Lacks Domain Knowledge,90
INT0014736,APP008421,2,Technical,34.0,On Hold,Needs Improvement,45
INT0014737,APP008421,3,Technical,60.4,Pass,Strong Technical Skills,60
INT0014738,APP008421,4,Case Study,94.0,Fail,Needs Improvement,45
INT0014739,APP008422,1,Case Study,37.7,Pass,Needs Improvement,120
INT0014740,APP008422,2,Case Study,79.1,Fail,Lacks Domain Knowledge,45
INT0014741,APP008423,1,Case Study,35.3,Pass,Excellent Problem Solving,60
INT0014742,APP008423,2,Coding,50.9,Fail,Needs Improvement,45
INT0014743,APP008426,1,HR,37.4,Fail,Average Performance,30
INT0014744,APP008426,2,Technical,77.8,Fail,Good Communication,120
INT0014745,APP008426,3,Group Discussion,96.4,Pass,Average Performance,120
INT0014746,APP008426,4,Coding,31.2,On Hold,Average Performance,120
INT0014747,APP008428,1,Case Study,38.0,Fail,Excellent Problem Solving,90
INT0014748,APP008428,2,Coding,53.4,Fail,Average Performance,120
INT0014749,APP008431,1,Aptitude,81.8,On Hold,Excellent Problem Solving,45
INT0014750,APP008432,1,Case Study,71.0,On Hold,Average Performance,90
INT0014751,APP008432,2,Group Discussion,30.6,On Hold,Average Performance,60
INT0014752,APP008432,3,HR,94.1,Fail,Good Communication,90
INT0014753,APP008433,1,Case Study,73.8,On Hold,Excellent Problem Solving,45
INT0014754,APP008433,2,HR,82.1,Fail,Lacks Domain Knowledge,45
INT0014755,APP008434,1,Aptitude,69.3,Pass,Needs Improvement,60
INT0014756,APP008434,2,Group Discussion,86.5,Fail,Average Performance,120
INT0014757,APP008434,3,Technical,71.7,On Hold,Excellent Problem Solving,120
INT0014758,APP008435,1,Coding,73.6,On Hold,Lacks Domain Knowledge,30
INT0014759,APP008438,1,Coding,55.6,Pass,Strong Technical Skills,60
INT0014760,APP008441,1,Case Study,71.5,Fail,Strong Technical Skills,45
INT0014761,APP008442,1,Coding,94.8,Fail,Needs Improvement,30
INT0014762,APP008443,1,Case Study,46.3,Fail,Needs Improvement,45
INT0014763,APP008443,2,HR,30.7,Fail,Lacks Domain Knowledge,45
INT0014764,APP008443,3,HR,35.5,On Hold,Lacks Domain Knowledge,30
INT0014765,APP008443,4,Coding,53.8,Pass,Strong Technical Skills,45
INT0014766,APP008444,1,Case Study,93.4,On Hold,Good Communication,45
INT0014767,APP008444,2,Technical,83.2,Fail,Excellent Problem Solving,90
INT0014768,APP008444,3,Group Discussion,72.5,Fail,Excellent Problem Solving,45
INT0014769,APP008446,1,Group Discussion,44.8,Fail,Lacks Domain Knowledge,90
INT0014770,APP008447,1,Coding,98.1,Fail,Good Communication,60
INT0014771,APP008447,2,Group Discussion,39.0,Fail,Excellent Problem Solving,45
INT0014772,APP008447,3,Case Study,60.8,Pass,Good Communication,120
INT0014773,APP008448,1,HR,80.2,On Hold,Good Communication,90
INT0014774,APP008448,2,Aptitude,55.8,Fail,Average Performance,120
INT0014775,APP008448,3,Case Study,42.0,Pass,Lacks Domain Knowledge,90
INT0014776,APP008448,4,Coding,71.6,On Hold,Needs Improvement,60
INT0014777,APP008449,1,Group Discussion,37.5,On Hold,Lacks Domain Knowledge,60
INT0014778,APP008450,1,Group Discussion,42.5,On Hold,Strong Technical Skills,30
INT0014779,APP008452,1,Case Study,45.4,On Hold,Strong Technical Skills,60
INT0014780,APP008452,2,Group Discussion,30.6,Fail,Strong Technical Skills,30
INT0014781,APP008452,3,HR,81.8,On Hold,Lacks Domain Knowledge,30
INT0014782,APP008453,1,Technical,42.0,Fail,Lacks Domain Knowledge,30
INT0014783,APP008453,2,Group Discussion,95.7,Pass,Excellent Problem Solving,60
INT0014784,APP008453,3,Group Discussion,51.2,On Hold,Lacks Domain Knowledge,30
INT0014785,APP008454,1,Coding,81.1,Fail,Lacks Domain Knowledge,120
INT0014786,APP008454,2,Coding,32.7,On Hold,Lacks Domain Knowledge,60
INT0014787,APP008454,3,HR,88.0,Fail,Strong Technical Skills,30
INT0014788,APP008457,1,Coding,64.5,Fail,Needs Improvement,60
INT0014789,APP008458,1,HR,30.6,Pass,Lacks Domain Knowledge,60
INT0014790,APP008459,1,Technical,87.6,On Hold,Excellent Problem Solving,30
INT0014791,APP008459,2,Case Study,65.8,Pass,Average Performance,45
INT0014792,APP008459,3,Technical,45.4,Pass,Excellent Problem Solving,120
INT0014793,APP008459,4,Case Study,72.1,Fail,Average Performance,30
INT0014794,APP008461,1,Group Discussion,87.9,Fail,Good Communication,60
INT0014795,APP008461,2,Coding,50.2,On Hold,Excellent Problem Solving,90
INT0014796,APP008461,3,Case Study,52.0,On Hold,Lacks Domain Knowledge,60
INT0014797,APP008461,4,Coding,59.6,Fail,Lacks Domain Knowledge,45
INT0014798,APP008462,1,Group Discussion,32.2,Fail,Lacks Domain Knowledge,30
INT0014799,APP008462,2,Technical,90.3,Fail,Strong Technical Skills,30
INT0014800,APP008462,3,Technical,69.2,On Hold,Average Performance,45
INT0014801,APP008464,1,Group Discussion,47.6,On Hold,Average Performance,60
INT0014802,APP008465,1,Aptitude,57.7,Fail,Strong Technical Skills,90
INT0014803,APP008465,2,Aptitude,49.3,Fail,Strong Technical Skills,90
INT0014804,APP008465,3,Technical,47.8,Pass,Needs Improvement,30
INT0014805,APP008468,1,HR,50.5,On Hold,Average Performance,60
INT0014806,APP008468,2,Case Study,61.7,On Hold,Good Communication,45
INT0014807,APP008468,3,Case Study,73.4,On Hold,Average Performance,45
INT0014808,APP008468,4,Technical,87.7,On Hold,Strong Technical Skills,45
INT0014809,APP008469,1,Aptitude,34.6,Pass,Average Performance,45
INT0014810,APP008470,1,HR,80.5,Fail,Strong Technical Skills,120
INT0014811,APP008470,2,Coding,80.0,On Hold,Excellent Problem Solving,60
INT0014812,APP008470,3,Group Discussion,70.4,Fail,Lacks Domain Knowledge,45
INT0014813,APP008470,4,Aptitude,56.6,Pass,Good Communication,90
INT0014814,APP008471,1,Group Discussion,72.5,Fail,Average Performance,45
INT0014815,APP008472,1,Case Study,86.7,On Hold,Strong Technical Skills,90
INT0014816,APP008472,2,Technical,61.6,Pass,Excellent Problem Solving,120
INT0014817,APP008474,1,Coding,61.4,Pass,Excellent Problem Solving,60
INT0014818,APP008477,1,Aptitude,79.1,Pass,Good Communication,120
INT0014819,APP008477,2,Technical,74.3,Fail,Lacks Domain Knowledge,30
INT0014820,APP008477,3,Aptitude,50.6,On Hold,Lacks Domain Knowledge,120
INT0014821,APP008479,1,Group Discussion,94.7,Fail,Needs Improvement,120
INT0014822,APP008479,2,HR,83.7,Pass,Needs Improvement,45
INT0014823,APP008479,3,Coding,57.4,Fail,Strong Technical Skills,120
INT0014824,APP008480,1,Aptitude,55.2,On Hold,Lacks Domain Knowledge,30
INT0014825,APP008480,2,Group Discussion,95.5,Pass,Average Performance,120
INT0014826,APP008480,3,Technical,79.6,Fail,Good Communication,120
INT0014827,APP008481,1,Group Discussion,63.2,Pass,Excellent Problem Solving,45
INT0014828,APP008481,2,Coding,67.9,Pass,Lacks Domain Knowledge,45
INT0014829,APP008481,3,Group Discussion,91.9,Fail,Strong Technical Skills,120
INT0014830,APP008482,1,HR,62.3,Pass,Lacks Domain Knowledge,90
INT0014831,APP008484,1,Group Discussion,91.9,On Hold,Lacks Domain Knowledge,30
INT0014832,APP008486,1,Technical,96.2,Pass,Excellent Problem Solving,45
INT0014833,APP008486,2,Technical,80.8,On Hold,Good Communication,90
INT0014834,APP008487,1,Group Discussion,47.6,Fail,Strong Technical Skills,60
INT0014835,APP008487,2,Group Discussion,80.1,Fail,Strong Technical Skills,120
INT0014836,APP008487,3,Technical,51.0,On Hold,Good Communication,45
INT0014837,APP008487,4,Coding,86.5,Fail,Excellent Problem Solving,30
INT0014838,APP008488,1,Aptitude,90.1,On Hold,Lacks Domain Knowledge,120
INT0014839,APP008490,1,Aptitude,67.4,On Hold,Good Communication,60
INT0014840,APP008490,2,Coding,71.5,Pass,Average Performance,30
INT0014841,APP008490,3,Aptitude,51.1,Pass,Lacks Domain Knowledge,120
INT0014842,APP008490,4,Technical,66.9,Fail,Average Performance,90
INT0014843,APP008492,1,Case Study,36.1,Fail,Excellent Problem Solving,30
INT0014844,APP008492,2,Coding,43.7,Pass,Strong Technical Skills,30
INT0014845,APP008492,3,Aptitude,55.5,Pass,Needs Improvement,60
INT0014846,APP008492,4,Case Study,71.0,Pass,Strong Technical Skills,60
INT0014847,APP008494,1,Case Study,79.4,Fail,Good Communication,45
INT0014848,APP008494,2,Coding,43.4,Fail,Good Communication,120
INT0014849,APP008494,3,Aptitude,31.0,On Hold,Average Performance,60
INT0014850,APP008494,4,HR,95.2,On Hold,Average Performance,60
INT0014851,APP008495,1,Group Discussion,91.3,Fail,Excellent Problem Solving,30
INT0014852,APP008495,2,Case Study,33.8,Pass,Excellent Problem Solving,30
INT0014853,APP008496,1,Technical,44.6,On Hold,Strong Technical Skills,45
INT0014854,APP008496,2,Case Study,80.7,On Hold,Average Performance,60
INT0014855,APP008498,1,Coding,43.4,Fail,Good Communication,45
INT0014856,APP008498,2,HR,37.8,Fail,Strong Technical Skills,60
INT0014857,APP008500,1,Case Study,78.1,Fail,Good Communication,60
INT0014858,APP008500,2,Aptitude,37.1,Fail,Average Performance,60
INT0014859,APP008501,1,Group Discussion,40.7,Pass,Good Communication,60
INT0014860,APP008501,2,HR,39.3,Fail,Good Communication,120
INT0014861,APP008501,3,Coding,81.1,Fail,Strong Technical Skills,30
INT0014862,APP008501,4,Case Study,61.0,Fail,Excellent Problem Solving,120
INT0014863,APP008503,1,HR,67.8,On Hold,Good Communication,60
INT0014864,APP008503,2,Coding,59.6,On Hold,Excellent Problem Solving,45
INT0014865,APP008503,3,Group Discussion,71.4,On Hold,Excellent Problem Solving,120
INT0014866,APP008504,1,Group Discussion,69.9,Fail,Strong Technical Skills,30
INT0014867,APP008504,2,Coding,35.9,Fail,Excellent Problem Solving,45
INT0014868,APP008504,3,Aptitude,57.5,Fail,Needs Improvement,120
INT0014869,APP008505,1,Case Study,58.8,On Hold,Lacks Domain Knowledge,45
INT0014870,APP008508,1,HR,58.1,Fail,Strong Technical Skills,45
INT0014871,APP008508,2,Aptitude,96.1,On Hold,Needs Improvement,90
INT0014872,APP008509,1,Coding,66.2,Fail,Excellent Problem Solving,30
INT0014873,APP008509,2,Case Study,89.1,On Hold,Average Performance,45
INT0014874,APP008509,3,Coding,91.8,Fail,Lacks Domain Knowledge,120
INT0014875,APP008510,1,Aptitude,97.5,On Hold,Strong Technical Skills,120
INT0014876,APP008511,1,Aptitude,86.8,On Hold,Strong Technical Skills,30
INT0014877,APP008512,1,Group Discussion,48.2,Fail,Average Performance,45
INT0014878,APP008512,2,Coding,65.7,On Hold,Strong Technical Skills,90
INT0014879,APP008513,1,Coding,60.6,Pass,Average Performance,30
INT0014880,APP008513,2,Technical,54.5,On Hold,Excellent Problem Solving,30
INT0014881,APP008514,1,Coding,52.7,Fail,Average Performance,120
INT0014882,APP008514,2,Case Study,84.7,On Hold,Good Communication,90
INT0014883,APP008514,3,Coding,77.8,Fail,Average Performance,60
INT0014884,APP008514,4,Coding,37.6,On Hold,Strong Technical Skills,45
INT0014885,APP008516,1,HR,64.5,Fail,Needs Improvement,120
INT0014886,APP008516,2,Coding,68.9,Pass,Lacks Domain Knowledge,60
INT0014887,APP008516,3,Coding,90.0,Fail,Lacks Domain Knowledge,90
INT0014888,APP008516,4,Technical,45.3,Fail,Excellent Problem Solving,60
INT0014889,APP008519,1,Group Discussion,43.5,Fail,Excellent Problem Solving,45
INT0014890,APP008520,1,Case Study,58.2,Pass,Needs Improvement,90
INT0014891,APP008521,1,Technical,61.0,Fail,Average Performance,30
INT0014892,APP008521,2,Aptitude,49.7,Fail,Good Communication,90
INT0014893,APP008521,3,Aptitude,87.6,On Hold,Good Communication,45
INT0014894,APP008521,4,Coding,47.2,On Hold,Needs Improvement,120
INT0014895,APP008522,1,HR,80.5,Pass,Needs Improvement,90
INT0014896,APP008522,2,Technical,83.6,On Hold,Average Performance,120
INT0014897,APP008522,3,Coding,69.0,On Hold,Lacks Domain Knowledge,30
INT0014898,APP008524,1,Group Discussion,38.0,Pass,Needs Improvement,90
INT0014899,APP008526,1,Technical,76.8,On Hold,Lacks Domain Knowledge,90
INT0014900,APP008526,2,Group Discussion,94.4,Fail,Strong Technical Skills,90
INT0014901,APP008526,3,Coding,70.6,On Hold,Good Communication,120
INT0014902,APP008526,4,Group Discussion,50.3,Pass,Average Performance,60
INT0014903,APP008528,1,Coding,37.4,Fail,Average Performance,120
INT0014904,APP008529,1,Aptitude,92.2,Fail,Lacks Domain Knowledge,45
INT0014905,APP008529,2,Group Discussion,95.3,Pass,Average Performance,120
INT0014906,APP008530,1,Technical,97.0,On Hold,Excellent Problem Solving,60
INT0014907,APP008530,2,HR,68.1,Pass,Needs Improvement,30
INT0014908,APP008530,3,Group Discussion,53.0,Pass,Strong Technical Skills,120
INT0014909,APP008532,1,Case Study,85.9,Pass,Average Performance,45
INT0014910,APP008533,1,HR,61.5,On Hold,Strong Technical Skills,45
INT0014911,APP008533,2,Technical,78.8,Pass,Average Performance,45
INT0014912,APP008533,3,Case Study,95.0,Fail,Needs Improvement,120
INT0014913,APP008534,1,Technical,33.3,On Hold,Strong Technical Skills,45
INT0014914,APP008534,2,Group Discussion,93.1,Pass,Average Performance,60
INT0014915,APP008535,1,Coding,45.0,Pass,Strong Technical Skills,120
INT0014916,APP008535,2,Case Study,68.2,Fail,Average Performance,90
INT0014917,APP008536,1,Coding,38.2,Fail,Strong Technical Skills,45
INT0014918,APP008536,2,Group Discussion,77.1,On Hold,Good Communication,90
INT0014919,APP008537,1,Group Discussion,93.6,On Hold,Average Performance,30
INT0014920,APP008537,2,Case Study,67.2,Pass,Needs Improvement,45
INT0014921,APP008537,3,HR,88.5,On Hold,Needs Improvement,60
INT0014922,APP008538,1,Case Study,42.6,On Hold,Lacks Domain Knowledge,60
INT0014923,APP008538,2,HR,31.0,On Hold,Excellent Problem Solving,60
INT0014924,APP008538,3,HR,36.5,Fail,Lacks Domain Knowledge,45
INT0014925,APP008538,4,Aptitude,58.5,On Hold,Good Communication,30
INT0014926,APP008539,1,Aptitude,46.0,On Hold,Lacks Domain Knowledge,60
INT0014927,APP008539,2,HR,35.3,Pass,Average Performance,90
INT0014928,APP008539,3,Technical,63.3,Pass,Strong Technical Skills,45
INT0014929,APP008540,1,Technical,74.7,Pass,Excellent Problem Solving,30
INT0014930,APP008540,2,Coding,85.0,On Hold,Needs Improvement,90
INT0014931,APP008540,3,Group Discussion,64.6,Pass,Strong Technical Skills,45
INT0014932,APP008540,4,Case Study,73.8,Fail,Strong Technical Skills,60
INT0014933,APP008542,1,Case Study,80.0,Pass,Needs Improvement,60
INT0014934,APP008542,2,Case Study,46.1,Pass,Good Communication,30
INT0014935,APP008542,3,Case Study,72.0,Fail,Lacks Domain Knowledge,45
INT0014936,APP008542,4,Coding,98.8,Fail,Good Communication,45
INT0014937,APP008543,1,HR,34.9,Fail,Needs Improvement,60
INT0014938,APP008543,2,HR,81.8,Pass,Lacks Domain Knowledge,30
INT0014939,APP008545,1,Case Study,92.4,Pass,Good Communication,90
INT0014940,APP008545,2,HR,42.0,On Hold,Good Communication,45
INT0014941,APP008545,3,Group Discussion,57.5,Fail,Lacks Domain Knowledge,90
INT0014942,APP008545,4,Group Discussion,98.5,Pass,Average Performance,45
INT0014943,APP008546,1,Technical,55.1,Fail,Lacks Domain Knowledge,60
INT0014944,APP008546,2,HR,53.4,On Hold,Excellent Problem Solving,90
INT0014945,APP008549,1,Group Discussion,95.1,Fail,Lacks Domain Knowledge,90
INT0014946,APP008549,2,Aptitude,33.7,On Hold,Excellent Problem Solving,45
INT0014947,APP008549,3,HR,56.5,On Hold,Good Communication,120
INT0014948,APP008553,1,HR,99.5,Fail,Good Communication,90
INT0014949,APP008553,2,Coding,58.2,Fail,Average Performance,30
INT0014950,APP008553,3,Group Discussion,31.1,Fail,Strong Technical Skills,120
INT0014951,APP008553,4,Aptitude,49.8,On Hold,Needs Improvement,45
INT0014952,APP008554,1,HR,67.8,On Hold,Excellent Problem Solving,120
INT0014953,APP008554,2,Aptitude,30.2,Pass,Good Communication,90
INT0014954,APP008554,3,Coding,70.2,Pass,Excellent Problem Solving,60
INT0014955,APP008555,1,Aptitude,73.0,On Hold,Lacks Domain Knowledge,60
INT0014956,APP008556,1,HR,46.8,Fail,Good Communication,30
INT0014957,APP008556,2,HR,67.8,On Hold,Strong Technical Skills,90
INT0014958,APP008556,3,Aptitude,58.1,Fail,Excellent Problem Solving,45
INT0014959,APP008557,1,Technical,62.5,Fail,Strong Technical Skills,45
INT0014960,APP008557,2,Technical,83.6,Fail,Good Communication,60
INT0014961,APP008557,3,Technical,35.3,Pass,Strong Technical Skills,60
INT0014962,APP008559,1,Group Discussion,45.5,Pass,Good Communication,45
INT0014963,APP008560,1,Aptitude,70.7,Pass,Good Communication,60
INT0014964,APP008561,1,Technical,97.4,Pass,Strong Technical Skills,90
INT0014965,APP008561,2,Aptitude,99.3,On Hold,Excellent Problem Solving,45
INT0014966,APP008561,3,HR,61.3,Fail,Lacks Domain Knowledge,60
INT0014967,APP008562,1,Aptitude,90.9,Pass,Excellent Problem Solving,45
INT0014968,APP008563,1,Group Discussion,93.0,On Hold,Needs Improvement,90
INT0014969,APP008563,2,Technical,85.3,Pass,Lacks Domain Knowledge,30
INT0014970,APP008563,3,HR,48.8,Pass,Strong Technical Skills,45
INT0014971,APP008563,4,Coding,57.3,Fail,Needs Improvement,30
INT0014972,APP008564,1,Technical,86.5,Fail,Average Performance,120
INT0014973,APP008568,1,Group Discussion,47.6,On Hold,Excellent Problem Solving,60
INT0014974,APP008570,1,HR,53.8,On Hold,Average Performance,60
INT0014975,APP008570,2,Case Study,78.0,On Hold,Good Communication,120
INT0014976,APP008570,3,Coding,52.4,Pass,Excellent Problem Solving,45
INT0014977,APP008571,1,Group Discussion,98.0,Pass,Needs Improvement,90
INT0014978,APP008571,2,Aptitude,95.8,Fail,Strong Technical Skills,45
INT0014979,APP008573,1,Group Discussion,46.9,Pass,Average Performance,120
INT0014980,APP008574,1,Technical,77.4,On Hold,Good Communication,60
INT0014981,APP008574,2,Technical,68.2,Pass,Strong Technical Skills,60
INT0014982,APP008576,1,Aptitude,83.4,Pass,Good Communication,30
INT0014983,APP008576,2,HR,39.1,On Hold,Good Communication,90
INT0014984,APP008578,1,Coding,95.8,On Hold,Good Communication,45
INT0014985,APP008578,2,HR,36.5,Fail,Excellent Problem Solving,60
INT0014986,APP008578,3,Coding,94.0,Pass,Excellent Problem Solving,30
INT0014987,APP008580,1,Technical,51.1,Pass,Needs Improvement,45
INT0014988,APP008581,1,HR,32.4,Pass,Lacks Domain Knowledge,30
INT0014989,APP008581,2,Case Study,59.5,Pass,Average Performance,45
INT0014990,APP008581,3,Coding,77.2,Pass,Lacks Domain Knowledge,30
INT0014991,APP008581,4,HR,43.0,Pass,Strong Technical Skills,120
INT0014992,APP008582,1,Group Discussion,80.1,On Hold,Excellent Problem Solving,30
INT0014993,APP008582,2,Aptitude,94.8,Fail,Strong Technical Skills,60
INT0014994,APP008583,1,Aptitude,40.3,Fail,Good Communication,90
INT0014995,APP008583,2,Case Study,64.1,Fail,Needs Improvement,60
INT0014996,APP008584,1,Technical,59.5,Fail,Needs Improvement,90
INT0014997,APP008585,1,Coding,53.1,On Hold,Average Performance,120
INT0014998,APP008586,1,Technical,88.4,Fail,Strong Technical Skills,120
INT0014999,APP008586,2,Group Discussion,62.5,Pass,Lacks Domain Knowledge,30
INT0015000,APP008586,3,Case Study,55.3,Pass,Lacks Domain Knowledge,45
INT0015001,APP008587,1,Coding,42.1,Pass,Strong Technical Skills,30
INT0015002,APP008589,1,Technical,77.4,Pass,Average Performance,90
INT0015003,APP008589,2,Group Discussion,96.5,On Hold,Strong Technical Skills,60
INT0015004,APP008590,1,Technical,56.2,On Hold,Excellent Problem Solving,90
INT0015005,APP008590,2,Coding,62.9,On Hold,Average Performance,60
INT0015006,APP008591,1,Aptitude,35.5,Fail,Excellent Problem Solving,90
INT0015007,APP008591,2,HR,57.8,Fail,Average Performance,90
INT0015008,APP008591,3,Aptitude,95.9,On Hold,Lacks Domain Knowledge,90
INT0015009,APP008591,4,Group Discussion,46.7,Pass,Lacks Domain Knowledge,45
INT0015010,APP008592,1,Coding,77.5,Fail,Good Communication,45
INT0015011,APP008592,2,Technical,98.3,Fail,Strong Technical Skills,120
INT0015012,APP008592,3,Coding,72.5,Pass,Strong Technical Skills,30
INT0015013,APP008593,1,Group Discussion,98.9,Pass,Strong Technical Skills,120
INT0015014,APP008594,1,Group Discussion,54.6,Pass,Lacks Domain Knowledge,30
INT0015015,APP008594,2,Coding,65.8,Pass,Excellent Problem Solving,45
INT0015016,APP008595,1,Group Discussion,58.6,Pass,Lacks Domain Knowledge,90
INT0015017,APP008595,2,Case Study,83.6,On Hold,Lacks Domain Knowledge,90
INT0015018,APP008596,1,Group Discussion,65.2,Pass,Strong Technical Skills,60
INT0015019,APP008596,2,Technical,35.8,Fail,Good Communication,45
INT0015020,APP008597,1,Coding,93.7,Fail,Average Performance,45
INT0015021,APP008597,2,HR,35.4,Pass,Good Communication,120
INT0015022,APP008597,3,Aptitude,97.7,Pass,Lacks Domain Knowledge,60
INT0015023,APP008598,1,Coding,91.0,Fail,Lacks Domain Knowledge,60
INT0015024,APP008599,1,Group Discussion,97.1,Pass,Lacks Domain Knowledge,60
INT0015025,APP008599,2,Technical,37.6,Fail,Lacks Domain Knowledge,45
INT0015026,APP008599,3,Group Discussion,87.2,Pass,Needs Improvement,90
INT0015027,APP008599,4,Aptitude,94.1,Fail,Average Performance,60
INT0015028,APP008601,1,Group Discussion,52.9,On Hold,Excellent Problem Solving,90
INT0015029,APP008602,1,Case Study,39.9,Pass,Strong Technical Skills,120
INT0015030,APP008602,2,Technical,43.8,Fail,Average Performance,60
INT0015031,APP008603,1,HR,84.8,Pass,Excellent Problem Solving,120
INT0015032,APP008604,1,Coding,57.0,Pass,Average Performance,45
INT0015033,APP008604,2,HR,54.8,Pass,Strong Technical Skills,30
INT0015034,APP008606,1,Case Study,32.0,Fail,Lacks Domain Knowledge,120
INT0015035,APP008606,2,Coding,84.0,Pass,Strong Technical Skills,120
INT0015036,APP008607,1,Case Study,88.5,Fail,Excellent Problem Solving,90
INT0015037,APP008607,2,HR,32.8,Fail,Good Communication,120
INT0015038,APP008607,3,Technical,49.2,Fail,Good Communication,90
INT0015039,APP008609,1,Coding,80.8,Fail,Excellent Problem Solving,90
INT0015040,APP008611,1,Coding,63.1,Pass,Lacks Domain Knowledge,90
INT0015041,APP008611,2,HR,78.0,On Hold,Strong Technical Skills,90
INT0015042,APP008611,3,HR,47.8,Pass,Excellent Problem Solving,120
INT0015043,APP008611,4,Technical,91.1,Pass,Needs Improvement,30
INT0015044,APP008613,1,Group Discussion,77.8,Pass,Lacks Domain Knowledge,120
INT0015045,APP008613,2,HR,34.5,Fail,Strong Technical Skills,60
INT0015046,APP008613,3,Coding,91.6,On Hold,Excellent Problem Solving,60
INT0015047,APP008613,4,Case Study,56.0,Fail,Excellent Problem Solving,30
INT0015048,APP008614,1,Aptitude,54.1,Fail,Excellent Problem Solving,120
INT0015049,APP008614,2,Case Study,70.2,Pass,Needs Improvement,120
INT0015050,APP008614,3,Coding,68.1,Fail,Good Communication,30
INT0015051,APP008615,1,Coding,48.0,Pass,Good Communication,30
INT0015052,APP008615,2,Coding,73.3,Pass,Average Performance,120
INT0015053,APP008615,3,Aptitude,86.7,On Hold,Strong Technical Skills,30
INT0015054,APP008615,4,Case Study,53.1,Fail,Strong Technical Skills,45
INT0015055,APP008616,1,Coding,30.4,Pass,Excellent Problem Solving,60
INT0015056,APP008616,2,Case Study,84.0,Fail,Needs Improvement,30
INT0015057,APP008616,3,Technical,86.4,On Hold,Lacks Domain Knowledge,90
INT0015058,APP008616,4,Coding,97.4,On Hold,Needs Improvement,60
INT0015059,APP008618,1,Group Discussion,60.1,Pass,Lacks Domain Knowledge,90
INT0015060,APP008618,2,Group Discussion,44.4,Fail,Average Performance,45
INT0015061,APP008618,3,Coding,51.5,On Hold,Excellent Problem Solving,30
INT0015062,APP008618,4,Case Study,64.2,On Hold,Lacks Domain Knowledge,90
INT0015063,APP008620,1,HR,68.2,On Hold,Average Performance,30
INT0015064,APP008621,1,HR,82.6,Pass,Needs Improvement,30
INT0015065,APP008621,2,Case Study,42.2,Pass,Excellent Problem Solving,30
INT0015066,APP008621,3,Coding,53.5,On Hold,Good Communication,90
INT0015067,APP008621,4,HR,51.1,On Hold,Lacks Domain Knowledge,30
INT0015068,APP008622,1,HR,67.8,Fail,Needs Improvement,45
INT0015069,APP008622,2,Case Study,80.5,Fail,Needs Improvement,90
INT0015070,APP008625,1,Aptitude,54.1,Fail,Good Communication,60
INT0015071,APP008625,2,HR,83.7,On Hold,Needs Improvement,120
INT0015072,APP008625,3,Coding,37.5,Fail,Average Performance,120
INT0015073,APP008626,1,Coding,60.9,Fail,Strong Technical Skills,45
INT0015074,APP008626,2,Coding,77.4,Fail,Needs Improvement,120
INT0015075,APP008626,3,Coding,59.2,On Hold,Strong Technical Skills,30
INT0015076,APP008627,1,Coding,78.3,Fail,Excellent Problem Solving,45
INT0015077,APP008629,1,Aptitude,93.6,On Hold,Needs Improvement,45
INT0015078,APP008629,2,Aptitude,48.2,Pass,Lacks Domain Knowledge,30
INT0015079,APP008631,1,Aptitude,69.2,Fail,Average Performance,120
INT0015080,APP008631,2,Coding,62.9,On Hold,Needs Improvement,90
INT0015081,APP008631,3,Technical,66.3,Pass,Excellent Problem Solving,120
INT0015082,APP008632,1,Coding,37.5,Fail,Strong Technical Skills,120
INT0015083,APP008633,1,Technical,93.3,Pass,Lacks Domain Knowledge,30
INT0015084,APP008633,2,Aptitude,38.7,On Hold,Strong Technical Skills,60
INT0015085,APP008633,3,Technical,76.1,On Hold,Needs Improvement,120
INT0015086,APP008633,4,Technical,59.2,On Hold,Strong Technical Skills,30
INT0015087,APP008634,1,Aptitude,59.5,Pass,Average Performance,60
INT0015088,APP008634,2,Case Study,81.6,On Hold,Lacks Domain Knowledge,90
INT0015089,APP008635,1,Case Study,41.4,Pass,Needs Improvement,120
INT0015090,APP008635,2,Technical,80.6,On Hold,Strong Technical Skills,30
INT0015091,APP008635,3,Aptitude,43.5,Fail,Excellent Problem Solving,120
INT0015092,APP008636,1,Group Discussion,77.2,Pass,Lacks Domain Knowledge,90
INT0015093,APP008637,1,Aptitude,93.1,Fail,Excellent Problem Solving,45
INT0015094,APP008637,2,HR,91.4,On Hold,Excellent Problem Solving,90
INT0015095,APP008637,3,HR,80.9,Pass,Strong Technical Skills,45
INT0015096,APP008638,1,Group Discussion,59.2,On Hold,Average Performance,45
