application_id,student_id,company_id,application_date,status,round_cleared,interview_score,package_offered_lpa,offer_date,joining_date
APP005827,STU01959,CMP0076,2025-02-18,Interviewed,0,66.2,,,
APP005828,STU01959,CMP0150,2025-01-29,Shortlisted,2,,,,
APP005829,STU01959,CMP0023,2024-09-21,Shortlisted,0,,,,
APP005830,STU01960,CMP0053,2025-03-01,Shortlisted,0,,,,
APP005831,STU01960,CMP0140,2024-10-03,Shortlisted,4,,,,
APP005832,STU01960,CMP0033,2024-11-12,Rejected,0,,,,
APP005833,STU01961,CMP0056,2024-11-25,Rejected,0,,,,
APP005834,STU01961,CMP0076,2024-11-17,Shortlisted,0,,,,
APP005835,STU01961,CMP0043,2024-08-02,Interviewed,4,56.1,,,
APP005836,STU01962,CMP0041,2025-04-28,Shortlisted,3,,,,
APP005837,STU01962,CMP0063,2025-01-27,Rejected,0,,,,
APP005838,STU01962,CMP0029,2025-02-13,Interview Scheduled,1,,,,
APP005839,STU01962,CMP0014,2025-03-19,Interviewed,2,92.6,,,
APP005840,STU01963,CMP0081,2024-10-03,Shortlisted,2,,,,
APP005841,STU01964,CMP0092,2024-09-04,Shortlisted,2,,,,
APP005842,STU01964,CMP0102,2024-08-10,Rejected,0,,,,
APP005843,STU01964,CMP0039,2025-01-23,Selected,3,53.0,30.5,2025-03-12,
APP005844,STU01964,CMP0129,2025-01-26,Selected,0,64.2,39.2,2025-03-31,
APP005845,STU01965,CMP0125,2024-12-20,Interviewed,3,94.3,,,
APP005846,STU01965,CMP0107,2024-08-26,Selected,3,91.5,33.8,2024-10-18,
APP005847,STU01965,CMP0117,2024-09-06,Rejected,0,,,,
APP005848,STU01965,CMP0069,2024-11-20,Interview Scheduled,0,,,,
APP005849,STU01966,CMP0131,2024-12-10,Selected,1,43.9,30.3,2025-02-09,
APP005850,STU01966,CMP0073,2024-10-08,Offer Declined,4,97.4,,,
APP005851,STU01966,CMP0137,2024-10-02,Shortlisted,4,,,,
APP005852,STU01967,CMP0051,2024-12-15,Selected,2,95.9,12.7,2025-03-05,
APP005853,STU01967,CMP0058,2024-08-10,Offer Accepted,4,48.1,10.6,2024-09-28,2025-01-15
APP005854,STU01968,CMP0112,2024-09-14,Interview Scheduled,3,,,,
APP005855,STU01969,CMP0017,2024-09-02,Applied,0,,,,
APP005856,STU01970,CMP0120,2025-01-06,Offer Declined,0,58.2,,,
APP005857,STU01971,CMP0043,2024-09-01,Rejected,0,,,,
APP005858,STU01971,CMP0030,2024-09-25,Rejected,0,,,,
APP005859,STU01972,CMP0150,2024-09-28,Shortlisted,2,,,,
APP005860,STU01973,CMP0001,2024-09-28,Applied,0,,,,
APP005861,STU01974,CMP0111,2025-02-11,Interview Scheduled,4,,,,
APP005862,STU01974,CMP0089,2024-12-20,Shortlisted,3,,,,
APP005863,STU01974,CMP0109,2025-03-30,Selected,0,50.9,35.7,2025-06-23,
APP005864,STU01974,CMP0131,2025-02-20,Interviewed,3,50.9,,,
APP005865,STU01975,CMP0009,2025-03-19,Selected,4,99.2,15.6,2025-05-16,
APP005866,STU01976,CMP0049,2025-04-16,Interviewed,2,95.9,,,
APP005867,STU01976,CMP0103,2024-11-02,Rejected,0,,,,
APP005868,STU01976,CMP0020,2025-02-26,Applied,0,,,,
APP005869,STU01977,CMP0121,2024-12-30,Interview Scheduled,1,,,,
APP005870,STU01977,CMP0119,2025-05-23,Rejected,0,,,,
APP005871,STU01977,CMP0067,2025-04-01,Rejected,0,,,,
APP005872,STU01978,CMP0107,2025-01-09,Rejected,0,,,,
APP005873,STU01979,CMP0116,2025-05-01,Interviewed,3,83.3,,,
APP005874,STU01979,CMP0139,2024-12-12,Shortlisted,0,,,,
APP005875,STU01979,CMP0071,2024-10-20,Selected,1,58.3,4.0,2025-01-18,
APP005876,STU01981,CMP0060,2024-08-20,Offer Accepted,0,60.2,38.7,2024-10-21,2025-01-23
APP005877,STU01982,CMP0143,2025-03-14,Applied,0,,,,
APP005878,STU01982,CMP0096,2024-08-03,Interview Scheduled,4,,,,
APP005879,STU01983,CMP0077,2025-02-15,Interview Scheduled,2,,,,
APP005880,STU01983,CMP0004,2025-05-21,Rejected,0,,,,
APP005881,STU01983,CMP0139,2025-05-15,Applied,0,,,,
APP005882,STU01983,CMP0125,2025-05-11,Rejected,0,,,,
APP005883,STU01983,CMP0040,2024-08-29,Shortlisted,3,,,,
APP005884,STU01983,CMP0015,2025-03-08,Interviewed,2,99.1,,,
APP005885,STU01984,CMP0139,2025-04-11,Shortlisted,4,,,,
APP005886,STU01984,CMP0039,2024-09-21,Interview Scheduled,3,,,,
APP005887,STU01984,CMP0103,2024-12-11,Rejected,0,,,,
APP005888,STU01984,CMP0130,2025-02-03,Rejected,0,,,,
APP005889,STU01984,CMP0016,2024-11-13,Shortlisted,2,,,,
APP005890,STU01985,CMP0148,2024-11-20,Interview Scheduled,3,,,,
APP005891,STU01985,CMP0024,2025-02-05,Interview Scheduled,3,,,,
APP005892,STU01986,CMP0028,2025-02-26,Shortlisted,2,,,,
APP005893,STU01987,CMP0114,2025-02-09,Offer Accepted,1,91.9,35.7,2025-04-27,2025-07-27
APP005894,STU01987,CMP0079,2024-10-15,Interview Scheduled,2,,,,
APP005895,STU01987,CMP0136,2025-01-03,Interviewed,4,54.5,,,
APP005896,STU01988,CMP0040,2024-09-04,Interviewed,0,46.7,,,
APP005897,STU01988,CMP0119,2024-11-17,Shortlisted,2,,,,
APP005898,STU01988,CMP0148,2024-11-03,Offer Declined,2,93.5,,,
APP005899,STU01989,CMP0089,2025-05-28,Rejected,0,,,,
APP005900,STU01989,CMP0039,2025-03-02,Rejected,0,,,,
APP005901,STU01989,CMP0104,2025-03-04,Selected,4,54.9,32.0,2025-05-04,
APP005902,STU01990,CMP0051,2024-12-06,Selected,2,73.5,6.2,2025-02-01,
APP005903,STU01990,CMP0027,2025-05-04,Interviewed,0,70.2,,,
APP005904,STU01990,CMP0017,2024-08-20,Interviewed,3,96.5,,,
APP005905,STU01990,CMP0107,2025-04-22,Shortlisted,2,,,,
APP005906,STU01991,CMP0067,2025-03-26,Rejected,0,,,,
APP005907,STU01991,CMP0016,2024-12-28,Interview Scheduled,4,,,,
APP005908,STU01992,CMP0018,2025-02-19,Selected,1,86.3,33.1,2025-04-06,
APP005909,STU01992,CMP0143,2025-02-21,Rejected,0,,,,
APP005910,STU01992,CMP0052,2025-03-17,Shortlisted,3,,,,
APP005911,STU01993,CMP0100,2025-05-24,Interviewed,4,44.2,,,
APP005912,STU01994,CMP0102,2024-11-29,Offer Accepted,0,45.5,26.6,2025-01-04,2025-03-02
APP005913,STU01994,CMP0107,2025-01-05,Selected,1,51.8,24.2,2025-03-02,
APP005914,STU01994,CMP0023,2025-02-25,Applied,0,,,,
APP005915,STU01994,CMP0130,2025-03-02,Shortlisted,3,,,,
APP005916,STU01994,CMP0147,2025-04-02,Selected,0,74.0,7.5,2025-06-15,
APP005917,STU01996,CMP0100,2024-12-05,Rejected,0,,,,
APP005918,STU01997,CMP0110,2025-05-21,Rejected,0,,,,
APP005919,STU01997,CMP0009,2025-05-12,Rejected,0,,,,
APP005920,STU01997,CMP0006,2024-08-25,Shortlisted,4,,,,
APP005921,STU01997,CMP0094,2025-04-14,Applied,0,,,,
APP005922,STU01997,CMP0045,2025-02-01,Shortlisted,4,,,,
APP005923,STU01998,CMP0044,2024-11-26,Rejected,0,,,,
APP005924,STU01998,CMP0086,2025-01-29,Shortlisted,2,,,,
APP005925,STU01998,CMP0027,2024-11-09,Interviewed,1,87.3,,,
APP005926,STU01998,CMP0016,2024-08-23,Selected,3,43.2,19.8,2024-10-09,
APP005927,STU01999,CMP0136,2024-08-22,Shortlisted,1,,,,
APP005928,STU01999,CMP0035,2024-08-14,Offer Accepted,4,61.8,29.1,2024-10-17,2024-11-12
APP005929,STU01999,CMP0046,2025-04-07,Rejected,0,,,,
APP005930,STU01999,CMP0054,2024-09-23,Rejected,0,,,,
APP005931,STU02000,CMP0003,2025-05-25,Selected,4,86.0,15.1,2025-07-24,
APP005932,STU02000,CMP0031,2024-11-18,Shortlisted,3,,,,
APP005933,STU02000,CMP0091,2024-12-18,Shortlisted,0,,,,
APP005934,STU02000,CMP0085,2024-10-11,Selected,4,61.5,25.3,2024-11-28,
APP005935,STU02000,CMP0083,2024-08-07,Offer Declined,3,85.5,,,
APP005936,STU02001,CMP0030,2024-12-02,Offer Accepted,1,94.8,38.1,2025-02-17,2025-04-13
APP005937,STU02001,CMP0150,2024-09-02,Interview Scheduled,2,,,,
APP005938,STU02002,CMP0044,2024-09-27,Offer Declined,1,63.4,,,
APP005939,STU02002,CMP0113,2025-04-03,Selected,0,74.3,33.2,2025-05-20,
APP005940,STU02003,CMP0019,2024-11-22,Offer Declined,0,66.2,,,
APP005941,STU02003,CMP0055,2025-05-05,Shortlisted,4,,,,
APP005942,STU02003,CMP0070,2024-11-09,Rejected,0,,,,
APP005943,STU02004,CMP0098,2025-02-07,Shortlisted,3,,,,
APP005944,STU02004,CMP0060,2024-08-30,Shortlisted,1,,,,
APP005945,STU02004,CMP0003,2024-08-21,Interviewed,1,59.5,,,
APP005946,STU02004,CMP0066,2024-09-18,Selected,2,49.6,31.9,2024-11-16,
APP005947,STU02004,CMP0068,2025-04-22,Interviewed,2,68.6,,,
APP005948,STU02004,CMP0097,2025-02-10,Rejected,0,,,,
APP005949,STU02005,CMP0045,2024-08-04,Interviewed,2,41.7,,,
APP005950,STU02006,CMP0108,2024-09-28,Interviewed,1,51.4,,,
APP005951,STU02006,CMP0015,2025-04-07,Rejected,0,,,,
APP005952,STU02006,CMP0049,2024-08-17,Interviewed,0,92.8,,,
APP005953,STU02007,CMP0013,2025-03-24,Rejected,0,,,,
APP005954,STU02008,CMP0117,2024-10-05,Shortlisted,3,,,,
APP005955,STU02008,CMP0042,2024-10-17,Interviewed,2,44.7,,,
APP005956,STU02008,CMP0024,2025-03-07,Interview Scheduled,3,,,,
APP005957,STU02008,CMP0040,2025-05-19,Rejected,0,,,,
APP005958,STU02010,CMP0029,2024-09-30,Offer Declined,1,48.1,,,
APP005959,STU02010,CMP0056,2024-09-18,Interview Scheduled,3,,,,
APP005960,STU02011,CMP0104,2025-03-03,Interviewed,0,52.3,,,
APP005961,STU02011,CMP0110,2025-05-27,Interview Scheduled,3,,,,
APP005962,STU02012,CMP0087,2025-04-22,Shortlisted,4,,,,
APP005963,STU02012,CMP0075,2024-10-02,Interview Scheduled,2,,,,
APP005964,STU02012,CMP0102,2024-09-18,Rejected,0,,,,
APP005965,STU02013,CMP0043,2024-09-10,Interviewed,4,89.1,,,
APP005966,STU02013,CMP0040,2025-05-03,Rejected,0,,,,
APP005967,STU02013,CMP0119,2024-08-25,Rejected,0,,,,
APP005968,STU02013,CMP0094,2024-11-13,Shortlisted,1,,,,
APP005969,STU02013,CMP0098,2024-08-29,Selected,3,68.2,28.7,2024-10-15,
APP005970,STU02013,CMP0096,2024-11-04,Selected,1,86.8,34.5,2025-01-12,
APP005971,STU02014,CMP0093,2025-05-10,Interviewed,3,94.3,,,
APP005972,STU02015,CMP0078,2025-04-07,Selected,1,42.8,5.4,2025-06-06,
APP005973,STU02015,CMP0033,2025-03-04,Interview Scheduled,4,,,,
APP005974,STU02015,CMP0120,2024-11-10,Selected,2,58.0,37.2,2024-12-22,
APP005975,STU02016,CMP0022,2024-11-08,Interview Scheduled,4,,,,
APP005976,STU02016,CMP0008,2024-09-22,Shortlisted,2,,,,
APP005977,STU02017,CMP0029,2025-01-19,Shortlisted,2,,,,
APP005978,STU02017,CMP0099,2024-10-05,Interview Scheduled,1,,,,
APP005979,STU02017,CMP0061,2024-10-24,Rejected,0,,,,
APP005980,STU02017,CMP0080,2025-05-22,Rejected,0,,,,
APP005981,STU02018,CMP0108,2024-09-30,Selected,3,60.0,34.4,2024-11-26,
APP005982,STU02018,CMP0071,2025-01-23,Applied,0,,,,
APP005983,STU02018,CMP0042,2024-12-12,Applied,0,,,,
APP005984,STU02018,CMP0139,2025-02-02,Shortlisted,0,,,,
APP005985,STU02019,CMP0046,2025-01-21,Selected,2,49.9,19.3,2025-04-08,
APP005986,STU02019,CMP0058,2025-05-19,Selected,1,84.2,33.9,2025-08-08,
APP005987,STU02019,CMP0134,2024-12-26,Rejected,0,,,,
APP005988,STU02020,CMP0039,2024-12-17,Shortlisted,1,,,,
APP005989,STU02020,CMP0009,2024-08-17,Shortlisted,3,,,,
APP005990,STU02020,CMP0128,2024-08-17,Interview Scheduled,1,,,,
APP005991,STU02020,CMP0021,2025-01-14,Selected,4,59.7,18.0,2025-02-16,
APP005992,STU02020,CMP0004,2025-05-03,Selected,2,57.3,21.1,2025-06-04,
APP005993,STU02020,CMP0064,2025-01-08,Rejected,0,,,,
APP005994,STU02021,CMP0063,2025-03-25,Shortlisted,2,,,,
APP005995,STU02021,CMP0091,2024-12-25,Applied,0,,,,
APP005996,STU02022,CMP0091,2024-11-17,Selected,2,84.5,8.0,2025-02-05,
APP005997,STU02022,CMP0105,2024-11-01,Interview Scheduled,1,,,,
APP005998,STU02022,CMP0022,2025-04-23,Offer Declined,4,49.9,,,
APP005999,STU02022,CMP0098,2025-01-31,Offer Accepted,0,84.6,28.8,2025-04-26,2025-05-02
APP006000,STU02022,CMP0097,2024-11-18,Interview Scheduled,3,,,,
APP006001,STU02022,CMP0072,2024-09-10,Selected,2,60.3,27.1,2024-11-10,
APP006002,STU02023,CMP0149,2024-08-26,Shortlisted,3,,,,
APP006003,STU02023,CMP0102,2024-09-19,Interviewed,2,41.2,,,
APP006004,STU02023,CMP0059,2025-03-02,Rejected,0,,,,
APP006005,STU02024,CMP0102,2025-01-14,Rejected,0,,,,
APP006006,STU02024,CMP0033,2025-04-21,Shortlisted,1,,,,
APP006007,STU02024,CMP0043,2025-01-27,Rejected,0,,,,
APP006008,STU02024,CMP0042,2024-08-22,Applied,0,,,,
APP006009,STU02025,CMP0121,2024-08-14,Shortlisted,2,,,,
APP006010,STU02025,CMP0099,2024-10-24,Shortlisted,4,,,,
APP006011,STU02025,CMP0055,2025-03-22,Interview Scheduled,1,,,,
APP006012,STU02026,CMP0101,2025-02-23,Interviewed,1,61.5,,,
APP006013,STU02026,CMP0132,2024-09-02,Rejected,0,,,,
APP006014,STU02026,CMP0070,2024-08-30,Selected,1,57.5,14.6,2024-11-11,
APP006015,STU02027,CMP0041,2024-12-02,Selected,1,67.7,6.7,2025-01-24,
APP006016,STU02028,CMP0033,2024-12-17,Selected,3,64.7,4.9,2025-03-15,
APP006017,STU02028,CMP0141,2025-04-17,Shortlisted,3,,,,
APP006018,STU02028,CMP0032,2024-08-12,Selected,1,53.8,12.6,2024-10-19,
APP006019,STU02029,CMP0025,2025-03-31,Offer Accepted,0,47.5,6.1,2025-05-10,2025-09-06
APP006020,STU02029,CMP0119,2024-11-04,Shortlisted,4,,,,
APP006021,STU02029,CMP0122,2024-11-25,Selected,0,99.9,9.5,2025-01-09,
APP006022,STU02029,CMP0092,2025-05-10,Interview Scheduled,2,,,,
APP006023,STU02029,CMP0100,2024-08-25,Shortlisted,4,,,,
APP006024,STU02030,CMP0018,2025-01-11,Applied,0,,,,
APP006025,STU02030,CMP0119,2024-08-10,Selected,4,62.1,28.3,2024-10-09,
APP006026,STU02030,CMP0122,2024-11-29,Offer Declined,2,89.5,,,
APP006027,STU02030,CMP0087,2024-10-11,Selected,2,78.4,26.9,2024-12-07,
APP006028,STU02031,CMP0034,2024-12-16,Shortlisted,0,,,,
APP006029,STU02031,CMP0129,2024-11-25,Offer Accepted,2,95.7,20.1,2025-01-02,2025-04-05
APP006030,STU02031,CMP0018,2024-12-26,Interviewed,1,52.0,,,
APP006031,STU02032,CMP0130,2024-10-26,Interview Scheduled,0,,,,
APP006032,STU02032,CMP0006,2024-12-09,Selected,0,88.7,32.1,2025-02-14,
APP006033,STU02032,CMP0091,2025-01-10,Rejected,0,,,,
APP006034,STU02033,CMP0108,2025-05-06,Interviewed,0,74.3,,,
APP006035,STU02033,CMP0004,2025-02-14,Rejected,0,,,,
APP006036,STU02033,CMP0029,2025-01-05,Selected,0,97.5,8.3,2025-02-08,
APP006037,STU02033,CMP0020,2025-02-11,Rejected,0,,,,
APP006038,STU02033,CMP0003,2024-12-20,Rejected,0,,,,
APP006039,STU02033,CMP0129,2025-03-30,Selected,0,96.4,39.7,2025-06-28,
APP006040,STU02034,CMP0099,2025-02-05,Selected,1,91.3,26.1,2025-03-20,
APP006041,STU02035,CMP0127,2024-09-15,Interviewed,2,71.1,,,
APP006042,STU02035,CMP0106,2025-01-19,Shortlisted,3,,,,
APP006043,STU02035,CMP0030,2024-09-13,Rejected,0,,,,
APP006044,STU02035,CMP0102,2025-01-31,Rejected,0,,,,
APP006045,STU02036,CMP0036,2024-08-18,Interview Scheduled,0,,,,
APP006046,STU02036,CMP0107,2025-05-09,Shortlisted,4,,,,
APP006047,STU02036,CMP0016,2025-03-19,Shortlisted,4,,,,
APP006048,STU02036,CMP0102,2024-12-25,Rejected,0,,,,
APP006049,STU02037,CMP0115,2025-03-12,Selected,0,58.3,21.2,2025-05-21,
APP006050,STU02037,CMP0094,2024-09-15,Interviewed,2,90.9,,,
APP006051,STU02038,CMP0148,2025-01-24,Shortlisted,1,,,,
APP006052,STU02038,CMP0001,2025-05-16,Shortlisted,2,,,,
APP006053,STU02038,CMP0040,2024-11-15,Selected,1,48.4,20.2,2025-02-08,
APP006054,STU02038,CMP0064,2025-03-19,Interviewed,2,85.6,,,
APP006055,STU02039,CMP0019,2024-10-20,Rejected,0,,,,
APP006056,STU02039,CMP0035,2025-01-29,Interviewed,4,41.3,,,
APP006057,STU02039,CMP0096,2025-03-21,Selected,2,79.7,18.2,2025-05-23,
APP006058,STU02039,CMP0127,2025-04-26,Offer Accepted,2,92.4,25.3,2025-06-29,2025-10-13
APP006059,STU02041,CMP0147,2024-09-29,Rejected,0,,,,
APP006060,STU02041,CMP0035,2025-02-27,Selected,4,58.3,8.7,2025-05-26,
APP006061,STU02041,CMP0065,2025-05-16,Shortlisted,0,,,,
APP006062,STU02042,CMP0044,2025-03-30,Rejected,0,,,,
APP006063,STU02042,CMP0049,2025-02-01,Interviewed,4,89.1,,,
APP006064,STU02042,CMP0085,2025-02-18,Selected,1,70.5,4.6,2025-04-14,
APP006065,STU02042,CMP0104,2025-03-17,Rejected,0,,,,
APP006066,STU02042,CMP0055,2025-05-21,Shortlisted,0,,,,
APP006067,STU02043,CMP0147,2024-11-09,Selected,1,97.0,9.6,2025-01-24,
APP006068,STU02044,CMP0134,2025-05-10,Interviewed,4,87.3,,,
APP006069,STU02044,CMP0038,2024-10-15,Shortlisted,4,,,,
APP006070,STU02044,CMP0058,2025-05-26,Selected,4,54.7,8.2,2025-07-12,
APP006071,STU02045,CMP0009,2024-11-14,Rejected,0,,,,
APP006072,STU02045,CMP0133,2025-01-04,Rejected,0,,,,
APP006073,STU02046,CMP0066,2025-03-05,Selected,4,53.5,34.8,2025-05-12,
APP006074,STU02046,CMP0137,2024-10-27,Offer Accepted,4,86.9,17.4,2025-01-21,2025-03-28
APP006075,STU02046,CMP0112,2024-11-07,Shortlisted,2,,,,
APP006076,STU02047,CMP0142,2024-11-18,Interview Scheduled,2,,,,
APP006077,STU02047,CMP0027,2024-10-15,Selected,1,72.0,10.5,2025-01-08,
APP006078,STU02047,CMP0080,2024-08-02,Interviewed,1,64.9,,,
APP006079,STU02047,CMP0134,2024-10-26,Applied,0,,,,
APP006080,STU02047,CMP0076,2025-01-16,Interviewed,0,62.0,,,
APP006081,STU02048,CMP0022,2025-04-14,Rejected,0,,,,
APP006082,STU02049,CMP0117,2024-12-07,Shortlisted,3,,,,
APP006083,STU02049,CMP0064,2025-05-13,Rejected,0,,,,
APP006084,STU02050,CMP0090,2024-10-29,Interviewed,0,41.5,,,
APP006085,STU02050,CMP0128,2025-01-29,Interviewed,1,86.8,,,
APP006086,STU02050,CMP0014,2024-09-21,Selected,2,69.5,31.7,2024-11-25,
APP006087,STU02050,CMP0110,2025-04-18,Shortlisted,4,,,,
APP006088,STU02050,CMP0083,2025-05-16,Rejected,0,,,,
APP006089,STU02051,CMP0009,2024-10-26,Offer Declined,1,84.6,,,
APP006090,STU02052,CMP0113,2024-10-09,Interview Scheduled,1,,,,
APP006091,STU02052,CMP0044,2024-12-03,Shortlisted,2,,,,
APP006092,STU02052,CMP0078,2024-10-26,Rejected,0,,,,
APP006093,STU02053,CMP0017,2024-11-17,Shortlisted,1,,,,
APP006094,STU02053,CMP0099,2024-08-10,Shortlisted,2,,,,
APP006095,STU02053,CMP0010,2025-02-21,Interview Scheduled,1,,,,
APP006096,STU02054,CMP0047,2025-05-28,Selected,4,48.0,24.4,2025-06-27,
APP006097,STU02054,CMP0049,2025-01-18,Shortlisted,4,,,,
APP006098,STU02054,CMP0136,2025-03-11,Offer Accepted,3,72.1,4.8,2025-04-19,2025-07-19
APP006099,STU02054,CMP0082,2025-05-19,Rejected,0,,,,
APP006100,STU02055,CMP0114,2024-11-16,Selected,2,49.5,8.2,2024-12-19,
APP006101,STU02056,CMP0127,2025-05-21,Shortlisted,2,,,,
APP006102,STU02056,CMP0010,2024-08-06,Shortlisted,3,,,,
APP006103,STU02057,CMP0114,2025-03-26,Interviewed,0,58.7,,,
APP006104,STU02057,CMP0118,2024-10-26,Selected,0,61.8,18.7,2024-12-03,
APP006105,STU02057,CMP0090,2024-12-06,Offer Accepted,3,54.6,25.7,2025-01-16,2025-04-26
APP006106,STU02057,CMP0147,2024-10-16,Rejected,0,,,,
APP006107,STU02058,CMP0011,2025-02-09,Rejected,0,,,,
APP006108,STU02058,CMP0124,2024-09-29,Rejected,0,,,,
APP006109,STU02059,CMP0109,2024-12-22,Selected,2,79.8,27.4,2025-03-20,
APP006110,STU02059,CMP0129,2024-11-07,Selected,3,89.3,18.9,2024-12-26,
APP006111,STU02059,CMP0032,2025-02-17,Offer Declined,4,53.6,,,
APP006112,STU02059,CMP0083,2025-04-11,Selected,0,48.5,32.7,2025-06-05,
APP006113,STU02059,CMP0080,2025-02-08,Rejected,0,,,,
APP006114,STU02059,CMP0065,2025-03-06,Rejected,0,,,,
APP006115,STU02060,CMP0078,2024-08-23,Interview Scheduled,4,,,,
APP006116,STU02060,CMP0065,2024-11-15,Shortlisted,0,,,,
APP006117,STU02061,CMP0059,2024-11-19,Rejected,0,,,,
APP006118,STU02061,CMP0043,2024-08-24,Applied,0,,,,
APP006119,STU02061,CMP0126,2024-12-26,Interviewed,1,57.7,,,
APP006120,STU02061,CMP0004,2025-03-22,Rejected,0,,,,
APP006121,STU02061,CMP0129,2024-09-20,Offer Accepted,3,92.5,3.8,2024-11-05,2025-01-28
APP006122,STU02062,CMP0108,2024-12-08,Interview Scheduled,3,,,,
APP006123,STU02062,CMP0095,2025-02-23,Shortlisted,0,,,,
APP006124,STU02062,CMP0046,2024-11-14,Selected,0,56.2,37.4,2024-12-19,
APP006125,STU02063,CMP0050,2025-04-02,Interview Scheduled,2,,,,
APP006126,STU02063,CMP0053,2024-12-03,Offer Accepted,2,74.1,37.7,2025-02-06,2025-05-02
APP006127,STU02063,CMP0065,2025-03-18,Interview Scheduled,2,,,,
APP006128,STU02063,CMP0122,2024-12-15,Rejected,0,,,,
APP006129,STU02063,CMP0002,2024-10-28,Rejected,0,,,,
APP006130,STU02063,CMP0140,2025-03-19,Interviewed,0,78.5,,,
APP006131,STU02064,CMP0013,2025-05-07,Selected,2,47.1,39.7,2025-06-29,
APP006132,STU02064,CMP0135,2025-04-21,Interviewed,1,58.4,,,
APP006133,STU02065,CMP0018,2025-02-08,Rejected,0,,,,
APP006134,STU02065,CMP0012,2025-05-05,Selected,4,50.7,21.9,2025-07-09,
APP006135,STU02066,CMP0037,2025-01-25,Rejected,0,,,,
APP006136,STU02066,CMP0067,2025-02-25,Rejected,0,,,,
APP006137,STU02066,CMP0144,2025-02-25,Interviewed,4,97.0,,,
APP006138,STU02066,CMP0005,2025-05-19,Selected,1,72.5,5.7,2025-08-03,
APP006139,STU02067,CMP0105,2024-09-26,Applied,0,,,,
APP006140,STU02068,CMP0130,2025-01-29,Shortlisted,0,,,,
APP006141,STU02068,CMP0055,2024-08-15,Interview Scheduled,1,,,,
APP006142,STU02068,CMP0068,2024-08-16,Shortlisted,2,,,,
APP006143,STU02068,CMP0078,2024-12-08,Interview Scheduled,1,,,,
APP006144,STU02068,CMP0016,2025-03-23,Shortlisted,0,,,,
APP006145,STU02068,CMP0052,2024-12-13,Offer Declined,0,47.9,,,
APP006146,STU02069,CMP0007,2024-09-21,Shortlisted,0,,,,
APP006147,STU02069,CMP0147,2025-02-16,Selected,1,40.1,35.4,2025-03-28,
APP006148,STU02069,CMP0123,2024-08-26,Interviewed,3,54.4,,,
APP006149,STU02070,CMP0063,2024-11-06,Selected,4,57.7,7.3,2025-01-17,
APP006150,STU02070,CMP0110,2025-05-22,Shortlisted,3,,,,
APP006151,STU02070,CMP0039,2024-12-08,Rejected,0,,,,
APP006152,STU02070,CMP0146,2025-03-27,Applied,0,,,,
APP006153,STU02071,CMP0012,2024-09-25,Selected,2,72.1,11.5,2024-12-18,
APP006154,STU02072,CMP0082,2024-09-14,Interview Scheduled,4,,,,
APP006155,STU02073,CMP0074,2025-05-06,Offer Accepted,0,51.8,4.3,2025-06-05,2025-08-09
APP006156,STU02073,CMP0105,2024-11-23,Rejected,0,,,,
APP006157,STU02074,CMP0136,2025-05-05,Offer Declined,4,80.1,,,
APP006158,STU02075,CMP0061,2025-03-24,Interviewed,0,99.6,,,
APP006159,STU02076,CMP0106,2025-01-21,Shortlisted,4,,,,
APP006160,STU02076,CMP0024,2025-02-18,Shortlisted,1,,,,
APP006161,STU02076,CMP0111,2025-05-20,Selected,4,97.3,26.1,2025-07-20,
APP006162,STU02076,CMP0040,2024-08-05,Interview Scheduled,4,,,,
APP006163,STU02078,CMP0012,2025-03-05,Interview Scheduled,4,,,,
APP006164,STU02078,CMP0131,2024-09-18,Interview Scheduled,3,,,,
APP006165,STU02078,CMP0085,2025-04-22,Shortlisted,0,,,,
APP006166,STU02078,CMP0046,2025-03-21,Shortlisted,1,,,,
APP006167,STU02078,CMP0096,2025-05-26,Interview Scheduled,4,,,,
APP006168,STU02079,CMP0117,2025-01-21,Offer Accepted,3,68.4,12.0,2025-02-28,2025-05-01
APP006169,STU02079,CMP0095,2025-02-14,Interview Scheduled,3,,,,
APP006170,STU02079,CMP0097,2025-04-27,Interviewed,3,46.2,,,
APP006171,STU02079,CMP0037,2024-09-07,Offer Accepted,0,58.8,19.3,2024-10-08,2025-02-08
APP006172,STU02079,CMP0040,2025-02-04,Selected,4,49.9,32.4,2025-03-08,
APP006173,STU02080,CMP0129,2024-11-07,Selected,4,47.8,13.4,2025-01-01,
APP006174,STU02080,CMP0021,2025-05-19,Rejected,0,,,,
APP006175,STU02081,CMP0029,2024-10-08,Interviewed,3,76.7,,,
APP006176,STU02081,CMP0002,2025-05-14,Shortlisted,2,,,,
APP006177,STU02081,CMP0123,2024-10-13,Shortlisted,1,,,,
APP006178,STU02082,CMP0023,2025-03-21,Interviewed,4,81.1,,,
APP006179,STU02082,CMP0059,2024-10-07,Interviewed,1,69.7,,,
APP006180,STU02082,CMP0110,2025-01-15,Shortlisted,1,,,,
APP006181,STU02082,CMP0015,2024-11-19,Interview Scheduled,1,,,,
APP006182,STU02082,CMP0087,2024-08-13,Shortlisted,2,,,,
APP006183,STU02083,CMP0105,2025-03-21,Interview Scheduled,1,,,,
APP006184,STU02083,CMP0057,2024-10-21,Rejected,0,,,,
APP006185,STU02083,CMP0071,2024-09-28,Interviewed,4,64.7,,,
APP006186,STU02084,CMP0127,2025-05-19,Shortlisted,4,,,,
