customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,Cluster
CUST003582,284,7,46870.93,1,3,5,9,At Risk,0
CUST003583,64,12,40389.1,4,5,4,13,Champions,3
CUST003584,55,10,53060.02,4,5,5,14,Champions,3
CUST003585,87,3,8505.57,3,1,1,5,Others,1
CUST003586,4,6,23488.75,5,2,2,9,New Customers,1
CUST003587,302,4,23062.69,1,1,2,4,Lost,2
CUST003588,234,7,25796.61,2,3,3,8,At Risk,0
CUST003589,68,7,29086.86,4,3,3,10,Loyal Customers,0
CUST003590,15,9,27520.03,5,4,3,12,Loyal Customers,0
CUST003591,69,6,24552.22,4,2,2,8,New Customers,1
CUST003592,106,10,51581.04,3,5,5,13,Loyal Customers,3
CUST003593,57,4,21451.73,4,1,2,7,New Customers,1
CUST003594,181,13,56801.22,2,5,5,12,At Risk,3
CUST003595,232,7,34500.909999999996,2,3,4,9,At Risk,0
CUST003596,213,4,11524.32,2,1,1,4,Others,1
CUST003597,331,8,35985.08,1,4,4,9,At Risk,0
CUST003598,376,6,20967.53,1,2,2,5,Lost,2
CUST003599,316,7,25389.68,1,3,3,7,At Risk,0
CUST003600,18,5,27646.0,5,1,3,9,New Customers,1
CUST003601,281,8,22034.82,1,4,2,7,At Risk,0
CUST003602,5,10,53830.12,5,5,5,15,Champions,3
CUST003603,80,5,27291.23,4,1,3,8,New Customers,1
CUST003604,122,6,24158.64,3,2,2,7,Others,1
CUST003605,67,7,19718.23,4,3,2,9,Loyal Customers,1
CUST003606,68,8,15367.36,4,4,1,9,Loyal Customers,0
CUST003607,80,7,24038.61,4,3,2,9,Loyal Customers,0
CUST003608,63,6,37275.11,4,2,4,10,New Customers,0
CUST003609,120,5,24655.56,3,1,2,6,Others,1
CUST003610,328,7,30925.1,1,3,3,7,At Risk,0
CUST003611,248,4,9059.85,2,1,1,4,Others,1
CUST003612,159,7,21177.07,2,3,2,7,At Risk,0
CUST003613,7,3,12029.47,5,1,1,7,New Customers,1
CUST003614,205,10,29373.52,2,5,3,10,At Risk,0
CUST003615,211,6,12165.76,2,2,1,5,Others,1
CUST003616,28,6,19949.989999999998,5,2,2,9,New Customers,1
CUST003617,426,4,18035.31,1,1,2,4,Lost,2
CUST003618,425,7,22999.23,1,3,2,6,At Risk,2
CUST003619,101,6,35060.69,3,2,4,9,Potential Loyalists,0
CUST003620,79,9,45561.39,4,4,5,13,Champions,3
CUST003621,62,12,55738.29,4,5,5,14,Champions,3
CUST003622,218,7,24702.55,2,3,2,7,At Risk,0
CUST003623,27,8,39683.67,5,4,4,13,Champions,0
CUST003624,66,10,63230.130000000005,4,5,5,14,Champions,3
CUST003625,67,7,30508.77,4,3,3,10,Loyal Customers,0
CUST003626,96,6,29698.97,3,2,3,8,Potential Loyalists,0
CUST003627,121,7,40297.75,3,3,4,10,Loyal Customers,0
CUST003628,8,6,26732.4,5,2,3,10,New Customers,0
CUST003629,74,9,42619.69,4,4,5,13,Champions,0
CUST003630,118,3,8310.83,3,1,1,5,Others,1
CUST003631,126,8,32997.899999999994,3,4,4,11,Loyal Customers,0
CUST003632,85,11,56028.68,3,5,5,13,Loyal Customers,3
CUST003633,24,6,13684.64,5,2,1,8,New Customers,1
CUST003634,73,4,10426.41,4,1,1,6,New Customers,1
CUST003635,377,2,5475.639999999999,1,1,1,3,Lost,2
CUST003636,1,10,58525.27,5,5,5,15,Champions,3
CUST003637,277,4,13223.460000000001,1,1,1,3,Lost,1
CUST003638,115,6,23093.36,3,2,2,7,Others,1
CUST003639,331,7,30867.600000000002,1,3,3,7,At Risk,0
CUST003640,280,5,27174.690000000002,1,1,3,5,Cannot Lose Them,1
CUST003641,261,6,17451.08,2,2,1,5,Others,1
CUST003642,87,5,22151.47,3,1,2,6,Others,1
CUST003643,249,7,30290.5,2,3,3,8,At Risk,0
CUST003644,2,15,56592.67,5,5,5,15,Champions,3
CUST003645,578,2,6085.14,1,1,1,3,Lost,2
CUST003646,162,4,18109.63,2,1,2,5,Others,1
CUST003647,211,5,22141.0,2,1,2,5,Others,1
CUST003648,33,7,25038.87,5,3,2,10,Loyal Customers,0
CUST003649,66,6,23871.79,4,2,2,8,New Customers,1
CUST003650,23,9,42432.5,5,4,5,14,Champions,0
CUST003651,38,9,31434.62,4,4,3,11,Loyal Customers,0
CUST003652,90,5,20079.68,3,1,2,6,Others,1
CUST003653,208,9,33599.520000000004,2,4,4,10,At Risk,0
CUST003654,74,3,3169.96,4,1,1,6,New Customers,1
CUST003655,671,6,26757.239999999998,1,2,3,6,Cannot Lose Them,2
CUST003656,241,6,28561.97,2,2,3,7,Cannot Lose Them,0
CUST003657,339,4,7028.35,1,1,1,3,Lost,2
CUST003658,142,5,21317.59,3,1,2,6,Others,1
CUST003659,340,4,23112.45,1,1,2,4,Lost,2
CUST003660,36,5,25115.33,5,1,2,8,New Customers,1
CUST003661,408,9,28868.8,1,4,3,8,At Risk,2
CUST003662,86,7,31690.89,3,3,3,9,Loyal Customers,0
CUST003663,68,10,63954.97,4,5,5,14,Champions,3
CUST003664,18,7,28608.519999999997,5,3,3,11,Loyal Customers,0
CUST003665,39,13,46042.75,4,5,5,14,Champions,3
CUST003666,506,5,26490.97,1,1,3,5,Cannot Lose Them,2
CUST003667,403,5,28119.39,1,1,3,5,Cannot Lose Them,2
CUST003668,11,11,69507.8,5,5,5,15,Champions,3
CUST003669,213,9,42389.09,2,4,5,11,At Risk,0
CUST003670,36,4,23447.03,5,1,2,8,New Customers,1
CUST003671,298,8,40195.44,1,4,4,9,At Risk,0
CUST003672,171,7,30624.25,2,3,3,8,At Risk,0
CUST003673,103,3,23923.94,3,1,2,6,Others,1
CUST003674,146,6,19605.14,3,2,2,7,Others,1
CUST003675,108,9,34714.25,3,4,4,11,Loyal Customers,0
CUST003676,45,9,61341.799999999996,4,4,5,13,Champions,3
CUST003677,13,6,53945.29,5,2,5,12,New Customers,0
CUST003678,438,6,36335.020000000004,1,2,4,7,Cannot Lose Them,2
CUST003679,69,6,31975.46,4,2,3,9,New Customers,0
CUST003680,24,10,38735.36,5,5,4,14,Champions,3
CUST003681,170,6,35532.34,2,2,4,8,Cannot Lose Them,0
CUST003682,8,9,38126.92,5,4,4,13,Champions,0
CUST003683,30,3,17911.66,5,1,2,8,New Customers,1
CUST003684,188,3,5429.7,2,1,1,4,Others,1
CUST003685,63,5,18424.36,4,1,2,7,New Customers,1
CUST003686,9,7,45687.93,5,3,5,13,Loyal Customers,0
CUST003687,27,7,26761.86,5,3,3,11,Loyal Customers,0
CUST003688,120,10,45959.12,3,5,5,13,Loyal Customers,3
CUST003689,73,6,28522.81,4,2,3,9,New Customers,0
CUST003690,175,7,26850.52,2,3,3,8,At Risk,0
CUST003691,90,4,16345.849999999999,3,1,1,5,Others,1
CUST003692,282,6,14431.77,1,2,1,4,Lost,1
CUST003693,147,5,21243.059999999998,3,1,2,6,Others,1
CUST003694,76,7,33768.71,4,3,4,11,Loyal Customers,0
CUST003695,83,6,23623.43,4,2,2,8,New Customers,1
CUST003696,155,4,17627.34,2,1,1,4,Others,1
CUST003697,206,5,24605.27,2,1,2,5,Others,1
CUST003698,63,4,24019.75,4,1,2,7,New Customers,1
CUST003699,39,5,28258.63,4,1,3,8,New Customers,1
CUST003700,129,4,12760.24,3,1,1,5,Others,1
CUST003701,661,2,2465.6000000000004,1,1,1,3,Lost,2
CUST003702,249,5,17458.66,2,1,1,4,Others,1
CUST003703,25,8,45110.86,5,4,5,14,Champions,0
CUST003704,479,3,13809.55,1,1,1,3,Lost,2
CUST003705,936,2,8503.58,1,1,1,3,Lost,2
CUST003706,3,9,36648.21,5,4,4,13,Champions,0
CUST003707,26,9,39119.4,5,4,4,13,Champions,0
CUST003708,21,6,23770.21,5,2,2,9,New Customers,1
CUST003709,586,5,20345.77,1,1,2,4,Lost,2
CUST003710,23,6,30240.36,5,2,3,10,New Customers,0
CUST003711,67,7,44492.130000000005,4,3,5,12,Loyal Customers,0
CUST003712,194,5,15427.83,2,1,1,4,Others,1
CUST003713,6,9,40725.34,5,4,4,13,Champions,0
CUST003714,409,5,22730.32,1,1,2,4,Lost,2
CUST003715,223,2,8715.82,2,1,1,4,Others,1
CUST003716,30,12,48468.26,5,5,5,15,Champions,3
CUST003717,469,3,5165.25,1,1,1,3,Lost,2
CUST003718,132,10,20748.68,3,5,2,10,Loyal Customers,0
CUST003719,57,10,47647.45,4,5,5,14,Champions,3
CUST003720,208,8,30028.37,2,4,3,9,At Risk,0
CUST003721,383,3,32199.69,1,1,3,5,Cannot Lose Them,2
CUST003722,328,8,28669.63,1,4,3,8,At Risk,0
CUST003723,84,5,19687.88,3,1,2,6,Others,1
CUST003724,231,7,39337.41,2,3,4,9,At Risk,0
CUST003725,157,6,22956.55,2,2,2,6,Others,1
CUST003726,71,3,18776.940000000002,4,1,2,7,New Customers,1
CUST003727,160,9,40015.02,2,4,4,10,At Risk,0
CUST003728,53,5,20167.550000000003,4,1,2,7,New Customers,1
CUST003729,183,4,13121.06,2,1,1,4,Others,1
CUST003730,3,10,55025.38,5,5,5,15,Champions,3
CUST003731,45,6,49190.13,4,2,5,11,New Customers,0
CUST003732,11,4,24888.21,5,1,2,8,New Customers,1
CUST003733,241,11,40824.95,2,5,4,11,At Risk,3
CUST003734,63,6,36008.39,4,2,4,10,New Customers,0
CUST003735,82,2,12029.46,4,1,1,6,New Customers,1
CUST003736,148,8,25235.06,3,4,3,10,Loyal Customers,0
CUST003737,162,4,16842.2,2,1,1,4,Others,1
CUST003738,35,12,47476.35,5,5,5,15,Champions,3
CUST003739,77,6,27085.079999999998,4,2,3,9,New Customers,0
CUST003740,73,10,66482.15,4,5,5,14,Champions,3
CUST003741,34,6,18741.39,5,2,2,9,New Customers,1
CUST003742,16,9,39736.119999999995,5,4,4,13,Champions,0
CUST003743,379,5,14837.89,1,1,1,3,Lost,2
CUST003744,58,7,31500.13,4,3,3,10,Loyal Customers,0
CUST003745,174,2,13456.98,2,1,1,4,Others,1
CUST003746,275,8,58029.479999999996,1,4,5,10,At Risk,3
CUST003747,97,5,17599.85,3,1,1,5,Others,1
CUST003748,320,5,23519.78,1,1,2,4,Lost,2
CUST003749,309,3,7090.73,1,1,1,3,Lost,2
CUST003750,224,7,32521.82,2,3,3,8,At Risk,0
CUST003751,258,8,20325.85,2,4,2,8,At Risk,0
CUST003752,52,15,75222.01,4,5,5,14,Champions,3
CUST003753,178,8,50066.1,2,4,5,11,At Risk,0
CUST003754,131,6,20167.06,3,2,2,7,Others,1
CUST003755,88,5,27345.91,3,1,3,7,Potential Loyalists,1
CUST003756,136,10,38803.39,3,5,4,12,Loyal Customers,0
CUST003757,312,2,6633.24,1,1,1,3,Lost,2
CUST003758,687,3,18112.82,1,1,2,4,Lost,2
CUST003759,81,8,28733.920000000002,4,4,3,11,Loyal Customers,0
CUST003760,223,3,13903.66,2,1,1,4,Others,1
CUST003761,146,5,17964.59,3,1,2,6,Others,1
CUST003762,289,2,8461.33,1,1,1,3,Lost,1
CUST003763,281,5,27258.72,1,1,3,5,Cannot Lose Them,1
CUST003764,220,10,81141.99,2,5,5,12,At Risk,3
CUST003765,96,7,32434.22,3,3,3,9,Loyal Customers,0
CUST003766,53,5,34342.33,4,1,4,9,New Customers,0
CUST003767,40,9,34311.94,4,4,4,12,Champions,0
CUST003768,57,7,42463.92,4,3,5,12,Loyal Customers,0
CUST003769,261,3,9326.55,2,1,1,4,Others,1
CUST003770,18,6,21848.879999999997,5,2,2,9,New Customers,1
CUST003771,58,7,38706.95,4,3,4,11,Loyal Customers,0
CUST003772,109,10,31102.68,3,5,3,11,Loyal Customers,0
CUST003773,274,5,22562.920000000002,1,1,2,4,Lost,1
CUST003774,43,13,49548.1,4,5,5,14,Champions,3
CUST003775,80,3,17662.1,4,1,2,7,New Customers,1
CUST003776,46,7,39645.69,4,3,4,11,Loyal Customers,0
CUST003777,74,6,29014.04,4,2,3,9,New Customers,0
CUST003778,17,7,21897.7,5,3,2,10,Loyal Customers,0
CUST003779,170,7,45342.45,2,3,5,10,At Risk,0
CUST003780,108,12,87504.68000000001,3,5,5,13,Loyal Customers,3
CUST003781,119,4,10712.86,3,1,1,5,Others,1
CUST003782,46,5,20310.81,4,1,2,7,New Customers,1
CUST003783,115,7,36755.08,3,3,4,10,Loyal Customers,0
CUST003784,143,7,40853.46,3,3,4,10,Loyal Customers,0
CUST003785,18,10,35167.119999999995,5,5,4,14,Champions,0
CUST003786,126,6,40703.97,3,2,4,9,Potential Loyalists,0
CUST003787,192,11,56587.47,2,5,5,12,At Risk,3
CUST003788,131,5,24759.629999999997,3,1,2,6,Others,1
CUST003789,91,5,25587.24,3,1,3,7,Potential Loyalists,1
CUST003790,101,5,16758.12,3,1,1,5,Others,1
CUST003791,267,3,14622.09,1,1,1,3,Lost,1
CUST003792,118,6,44098.39,3,2,5,10,Potential Loyalists,0
CUST003793,176,10,33958.37,2,5,4,11,At Risk,0
CUST003794,145,9,28186.5,3,4,3,10,Loyal Customers,0
CUST003795,600,3,20231.28,1,1,2,4,Lost,2
CUST003796,21,13,59916.18,5,5,5,15,Champions,3
CUST003797,25,8,39584.729999999996,5,4,4,13,Champions,0
CUST003798,78,6,28859.8,4,2,3,9,New Customers,0
CUST003799,117,6,14735.76,3,2,1,6,Others,1
CUST003800,10,7,18384.78,5,3,2,10,Loyal Customers,1
CUST003801,59,2,10672.99,4,1,1,6,New Customers,1
CUST003802,217,10,49844.68,2,5,5,12,At Risk,3
CUST003803,272,7,45284.15,1,3,5,9,At Risk,0
CUST003804,389,2,13381.189999999999,1,1,1,3,Lost,2
CUST003805,144,6,24162.86,3,2,2,7,Others,1
CUST003806,115,7,41200.0,3,3,4,10,Loyal Customers,0
CUST003807,98,6,42370.71000000001,3,2,5,10,Potential Loyalists,0
CUST003808,60,13,60336.21,4,5,5,14,Champions,3
CUST003809,72,5,13057.150000000001,4,1,1,6,New Customers,1
CUST003810,79,8,47830.94,4,4,5,13,Champions,0
CUST003811,48,7,26221.38,4,3,3,10,Loyal Customers,0
CUST003812,15,7,33124.51,5,3,4,12,Loyal Customers,0
CUST003813,378,3,5198.049999999999,1,1,1,3,Lost,2
CUST003814,26,13,53635.26,5,5,5,15,Champions,3
CUST003815,135,5,16169.079999999998,3,1,1,5,Others,1
CUST003816,336,10,61199.12,1,5,5,11,At Risk,3
CUST003817,226,5,23831.59,2,1,2,5,Others,1
CUST003818,63,7,31807.27,4,3,3,10,Loyal Customers,0
CUST003819,277,6,24730.39,1,2,2,5,Lost,1
CUST003820,232,6,34745.49,2,2,4,8,Cannot Lose Them,0
CUST003821,10,10,41422.37,5,5,4,14,Champions,3
CUST003822,65,5,25476.44,4,1,3,8,New Customers,1
CUST003823,118,7,24290.76,3,3,2,8,Loyal Customers,0
CUST003824,292,6,38826.07,1,2,4,7,Cannot Lose Them,0
CUST003825,84,8,36183.67,3,4,4,11,Loyal Customers,0
CUST003826,83,2,6076.74,4,1,1,6,New Customers,1
CUST003827,95,6,37700.31,3,2,4,9,Potential Loyalists,0
CUST003828,132,4,16522.23,3,1,1,5,Others,1
CUST003829,169,10,39142.13,2,5,4,11,At Risk,0
CUST003830,218,10,26286.620000000003,2,5,3,10,At Risk,0
CUST003831,18,10,28653.54,5,5,3,13,Loyal Customers,0
CUST003832,281,4,23615.37,1,1,2,4,Lost,1
CUST003833,116,7,21846.56,3,3,2,8,Loyal Customers,0
CUST003834,53,4,10169.41,4,1,1,6,New Customers,1
CUST003835,804,3,12229.560000000001,1,1,1,3,Lost,2
CUST003836,54,6,49362.28,4,2,5,11,New Customers,0
CUST003837,538,6,20732.39,1,2,2,5,Lost,2
CUST003838,44,7,30249.79,4,3,3,10,Loyal Customers,0
CUST003839,214,3,12891.83,2,1,1,4,Others,1
CUST003840,386,4,19308.11,1,1,2,4,Lost,2
CUST003841,107,4,17429.52,3,1,1,5,Others,1
CUST003842,87,5,20018.55,3,1,2,6,Others,1
CUST003843,61,5,25324.29,4,1,3,8,New Customers,1
CUST003844,444,3,10610.11,1,1,1,3,Lost,2
CUST003845,126,9,59207.81,3,4,5,12,Loyal Customers,3
CUST003846,24,6,17785.44,5,2,2,9,New Customers,1
CUST003847,69,8,35114.14,4,4,4,12,Champions,0
CUST003848,125,4,22116.36,3,1,2,6,Others,1
CUST003849,19,8,45063.24,5,4,5,14,Champions,0
CUST003850,286,4,22800.57,1,1,2,4,Lost,1
CUST003851,194,9,48834.88,2,4,5,11,At Risk,3
CUST003852,212,11,43874.25,2,5,5,12,At Risk,3
CUST003853,191,7,23840.58,2,3,2,7,At Risk,0
CUST003854,60,10,68934.56,4,5,5,14,Champions,3
CUST003855,86,14,55295.99,3,5,5,13,Loyal Customers,3
CUST003856,113,11,24193.5,3,5,2,10,Loyal Customers,0
CUST003857,8,9,36205.69,5,4,4,13,Champions,0
CUST003858,41,8,36560.4,4,4,4,12,Champions,0
CUST003859,90,8,40000.52,3,4,4,11,Loyal Customers,0
CUST003860,134,11,43701.880000000005,3,5,5,13,Loyal Customers,3
CUST003861,149,8,48440.01,3,4,5,12,Loyal Customers,0
CUST003862,169,9,25948.37,2,4,3,9,At Risk,0
CUST003863,21,3,9681.15,5,1,1,7,New Customers,1
CUST003864,16,7,29570.66,5,3,3,11,Loyal Customers,0
CUST003865,122,7,21616.920000000002,3,3,2,8,Loyal Customers,0
CUST003866,192,5,13515.82,2,1,1,4,Others,1
CUST003867,37,3,9747.96,4,1,1,6,New Customers,1
CUST003868,285,5,30296.43,1,1,3,5,Cannot Lose Them,1
CUST003869,35,8,32249.11,5,4,3,12,Loyal Customers,0
CUST003870,77,10,51198.22,4,5,5,14,Champions,3
CUST003871,7,4,18834.23,5,1,2,8,New Customers,1
CUST003872,100,8,45985.020000000004,3,4,5,12,Loyal Customers,0
CUST003873,318,7,15516.140000000001,1,3,1,5,At Risk,2
CUST003874,64,5,21926.07,4,1,2,7,New Customers,1
CUST003875,78,6,35437.659999999996,4,2,4,10,New Customers,0
CUST003876,20,9,31603.71,5,4,3,12,Loyal Customers,0
CUST003877,18,9,51622.6,5,4,5,14,Champions,3
CUST003878,125,11,56807.4,3,5,5,13,Loyal Customers,3
CUST003879,72,4,21474.190000000002,4,1,2,7,New Customers,1
CUST003880,133,10,65639.34,3,5,5,13,Loyal Customers,3
CUST003881,31,6,26384.56,5,2,3,10,New Customers,1
CUST003882,105,6,18570.09,3,2,2,7,Others,1
CUST003883,39,9,53749.8,4,4,5,13,Champions,3
CUST003884,203,4,14090.289999999999,2,1,1,4,Others,1
CUST003885,151,5,23408.55,2,1,2,5,Others,1
CUST003886,8,2,14266.24,5,1,1,7,New Customers,1
CUST003887,479,8,35033.990000000005,1,4,4,9,At Risk,2
CUST003888,30,4,20602.95,5,1,2,8,New Customers,1
CUST003889,114,7,22743.2,3,3,2,8,Loyal Customers,0
CUST003890,56,5,10728.75,4,1,1,6,New Customers,1
CUST003891,355,6,27215.760000000002,1,2,3,6,Cannot Lose Them,2
CUST003892,3,4,36569.84,5,1,4,10,New Customers,1
CUST003893,314,8,45033.979999999996,1,4,5,10,At Risk,0
CUST003894,42,7,39891.41,4,3,4,11,Loyal Customers,0
CUST003895,377,7,20506.09,1,3,2,6,At Risk,2
CUST003896,665,5,7750.13,1,1,1,3,Lost,2
CUST003897,466,3,6598.219999999999,1,1,1,3,Lost,2
CUST003898,79,5,29322.39,4,1,3,8,New Customers,1
CUST003899,192,6,27565.5,2,2,3,7,Cannot Lose Them,0
CUST003900,215,7,25338.3,2,3,3,8,At Risk,0
CUST003901,25,6,32211.5,5,2,3,10,New Customers,0
CUST003902,158,3,11836.18,2,1,1,4,Others,1
CUST003903,35,2,16300.35,5,1,1,7,New Customers,1
CUST003904,279,6,30839.89,1,2,3,6,Cannot Lose Them,0
CUST003905,41,6,39369.46,4,2,4,10,New Customers,0
CUST003906,311,4,17912.46,1,1,2,4,Lost,2
CUST003907,21,4,25155.35,5,1,2,8,New Customers,1
CUST003908,37,7,22134.510000000002,4,3,2,9,Loyal Customers,0
CUST003909,32,8,38720.34,5,4,4,13,Champions,0
CUST003910,541,6,56840.68,1,2,5,8,Cannot Lose Them,2
CUST003911,200,6,32520.059999999998,2,2,3,7,Cannot Lose Them,0
CUST003912,816,2,7952.73,1,1,1,3,Lost,2
CUST003913,154,11,56328.020000000004,2,5,5,12,At Risk,3
CUST003914,249,8,45803.72,2,4,5,11,At Risk,0
CUST003915,530,4,25871.46,1,1,3,5,Cannot Lose Them,2
CUST003916,3,3,22095.1,5,1,2,8,New Customers,1
CUST003917,238,6,34675.69,2,2,4,8,Cannot Lose Them,0
CUST003918,122,7,44749.85,3,3,5,11,Loyal Customers,0
CUST003919,51,10,41481.14,4,5,4,13,Champions,3
CUST003920,300,9,47668.07,1,4,5,10,At Risk,3
CUST003921,222,5,12725.16,2,1,1,4,Others,1
CUST003922,102,6,15035.82,3,2,1,6,Others,1
CUST003923,239,6,37123.82,2,2,4,8,Cannot Lose Them,0
CUST003924,38,7,27806.29,4,3,3,10,Loyal Customers,0
CUST003925,410,5,33230.05,1,1,4,6,Cannot Lose Them,2
CUST003926,50,6,33366.38,4,2,4,10,New Customers,0
CUST003927,389,3,16291.11,1,1,1,3,Lost,2
CUST003928,116,7,28098.05,3,3,3,9,Loyal Customers,0
CUST003929,34,12,76016.12,5,5,5,15,Champions,3
CUST003930,332,9,31134.870000000003,1,4,3,8,At Risk,0
CUST003931,28,10,46855.53999999999,5,5,5,15,Champions,3
CUST003932,10,7,25885.93,5,3,3,11,Loyal Customers,0
CUST003933,159,4,31500.65,2,1,3,6,Cannot Lose Them,1
CUST003934,11,11,56331.229999999996,5,5,5,15,Champions,3
CUST003935,224,8,24975.989999999998,2,4,2,8,At Risk,0
CUST003936,90,3,13050.43,3,1,1,5,Others,1
CUST003937,53,9,35235.840000000004,4,4,4,12,Champions,0
CUST003938,9,10,43115.06,5,5,5,15,Champions,3
CUST003939,208,5,28373.18,2,1,3,6,Cannot Lose Them,1
CUST003940,136,5,25659.45,3,1,3,7,Potential Loyalists,1
CUST003941,502,10,50104.89,1,5,5,11,At Risk,3
CUST003942,221,3,16514.02,2,1,1,4,Others,1
CUST003943,184,11,43475.65,2,5,5,12,At Risk,3
CUST003944,95,6,38172.979999999996,3,2,4,9,Potential Loyalists,0
CUST003945,127,7,35908.759999999995,3,3,4,10,Loyal Customers,0
CUST003946,371,4,14939.029999999999,1,1,1,3,Lost,2
CUST003947,22,7,40301.83,5,3,4,12,Loyal Customers,0
CUST003948,269,6,43948.73,1,2,5,8,Cannot Lose Them,0
CUST003949,74,6,21371.510000000002,4,2,2,8,New Customers,1
CUST003950,698,5,30776.23,1,1,3,5,Cannot Lose Them,2
CUST003951,444,3,21872.21,1,1,2,4,Lost,2
CUST003952,101,7,27024.0,3,3,3,9,Loyal Customers,0
CUST003953,14,8,35676.87,5,4,4,13,Champions,0
CUST003954,195,10,56290.91,2,5,5,12,At Risk,3
CUST003955,112,4,8170.52,3,1,1,5,Others,1
CUST003956,161,7,41103.84,2,3,4,9,At Risk,0
CUST003957,153,7,33923.75,2,3,4,9,At Risk,0
CUST003958,85,3,15704.38,3,1,1,5,Others,1
CUST003959,73,2,17910.14,4,1,2,7,New Customers,1
CUST003960,42,9,61077.079999999994,4,4,5,13,Champions,3
CUST003961,632,3,19862.96,1,1,2,4,Lost,2
CUST003962,163,8,34823.92,2,4,4,10,At Risk,0
CUST003963,195,7,35559.61,2,3,4,9,At Risk,0
CUST003964,18,6,14769.94,5,2,1,8,New Customers,1
CUST003965,326,6,34765.89,1,2,4,7,Cannot Lose Them,0
CUST003966,14,7,38650.49,5,3,4,12,Loyal Customers,0
CUST003967,534,4,35732.93,1,1,4,6,Cannot Lose Them,2
CUST003968,461,4,11327.82,1,1,1,3,Lost,2
CUST003969,113,8,38097.479999999996,3,4,4,11,Loyal Customers,0
CUST003970,233,5,24303.02,2,1,2,5,Others,1
CUST003971,92,3,13818.16,3,1,1,5,Others,1
CUST003972,62,5,34151.67,4,1,4,9,New Customers,0
CUST003973,55,9,58479.25,4,4,5,13,Champions,3
CUST003974,270,7,29843.62,1,3,3,7,At Risk,0
CUST003975,77,11,33665.08,4,5,4,13,Champions,3
CUST003976,12,6,38384.05,5,2,4,11,New Customers,0
CUST003977,124,8,52275.72,3,4,5,12,Loyal Customers,3
CUST003978,76,5,17788.37,4,1,2,7,New Customers,1
CUST003979,206,6,30450.420000000002,2,2,3,7,Cannot Lose Them,0
CUST003980,72,12,63426.46,4,5,5,14,Champions,3
CUST003981,279,5,22812.2,1,1,2,4,Lost,1
CUST003982,19,6,26595.46,5,2,3,10,New Customers,0
CUST003983,106,8,24686.9,3,4,2,9,Loyal Customers,0
CUST003984,169,2,14765.42,2,1,1,4,Others,1
CUST003985,74,8,41760.29,4,4,4,12,Champions,0
CUST003986,80,9,36741.19,4,4,4,12,Champions,0
CUST003987,387,3,6761.64,1,1,1,3,Lost,2
CUST003988,62,6,14047.279999999999,4,2,1,7,New Customers,1
CUST003989,502,5,38505.090000000004,1,1,4,6,Cannot Lose Them,2
CUST003990,155,8,28200.83,2,4,3,9,At Risk,0
CUST003991,18,10,39822.5,5,5,4,14,Champions,3
CUST003992,308,6,15540.32,1,2,1,4,Lost,2
CUST003993,59,5,14389.58,4,1,1,6,New Customers,1
CUST003994,136,5,30468.42,3,1,3,7,Potential Loyalists,1
CUST003995,221,5,21105.37,2,1,2,5,Others,1
CUST003996,181,6,24721.36,2,2,2,6,Others,1
CUST003997,171,7,42482.329999999994,2,3,5,10,At Risk,0
CUST003998,447,4,14680.75,1,1,1,3,Lost,2
CUST003999,65,7,46475.39,4,3,5,12,Loyal Customers,0
CUST004000,55,6,20427.37,4,2,2,8,New Customers,1
CUST004001,222,4,11294.02,2,1,1,4,Others,1
CUST004002,78,5,20106.07,4,1,2,7,New Customers,1
CUST004003,2,8,47558.97,5,4,5,14,Champions,0
CUST004004,69,9,49752.16,4,4,5,13,Champions,3
CUST004005,172,4,18318.7,2,1,2,5,Others,1
CUST004006,68,5,26528.559999999998,4,1,3,8,New Customers,1
CUST004007,69,5,29504.87,4,1,3,8,New Customers,1
CUST004008,113,3,8885.470000000001,3,1,1,5,Others,1
CUST004009,27,3,12375.96,5,1,1,7,New Customers,1
CUST004010,291,7,36244.71,1,3,4,8,At Risk,0
CUST004011,34,15,64151.22,5,5,5,15,Champions,3
CUST004012,114,10,39508.869999999995,3,5,4,12,Loyal Customers,3
CUST004013,78,9,41480.19,4,4,4,12,Champions,0
CUST004014,21,10,51589.42,5,5,5,15,Champions,3
CUST004015,232,9,51218.26,2,4,5,11,At Risk,3
CUST004016,77,8,35333.74,4,4,4,12,Champions,0
CUST004017,547,2,11148.42,1,1,1,3,Lost,2
CUST004018,65,8,38652.06,4,4,4,12,Champions,0
CUST004019,60,12,56622.03,4,5,5,14,Champions,3
CUST004020,528,3,12446.08,1,1,1,3,Lost,2
CUST004021,269,3,16736.28,1,1,1,3,Lost,1
CUST004022,2,4,24702.78,5,1,2,8,New Customers,1
CUST004023,135,6,30120.22,3,2,3,8,Potential Loyalists,0
CUST004024,59,6,31347.62,4,2,3,9,New Customers,0
CUST004025,43,4,12593.619999999999,4,1,1,6,New Customers,1
CUST004026,35,10,39344.479999999996,5,5,4,14,Champions,3
CUST004027,2,3,13797.79,5,1,1,7,New Customers,1
CUST004028,319,7,26683.46,1,3,3,7,At Risk,0
CUST004029,3,5,19843.0,5,1,2,8,New Customers,1
CUST004030,20,10,28152.98,5,5,3,13,Loyal Customers,0
CUST004031,82,9,26100.59,4,4,3,11,Loyal Customers,0
CUST004032,17,7,34024.14,5,3,4,12,Loyal Customers,0
CUST004033,262,3,10524.7,1,1,1,3,Lost,1
